id_colonia,colonia,id_delegacion,codigo_postal,id_entidad
1026,industrial,5,07800,9
1027,instituto politecnico nacional,5,07738,9
1028,instituto nacional de la vivienda,5,07930,9
1029,jose maria morelos y pavon 2,5,07457,9
1030,la candelaria ticoman,5,07310,9
1032,joyas de nieve,5,07148,9
1033,jose maria morelos y pavon 1,5,07459,9
1035,juan gonzalez romero,5,07410,9
1037,la esmeralda,5,07540,9
1044,la dinamita,5,07070,9
1045,la esmeralda 2a seccion,5,07549,9
1047,la esmeralda 1a seccion,5,07549,9
1049,la joya,5,07890,9
1050,la laguna ticoman,5,07340,9
1053,la patera vallejo,5,07710,9
1054,la ponderosa,5,07110,9
1055,la pradera 1a seccion,5,07509,9
1056,la purisima ticoman,5,07320,9
1058,la pradera 2a seccion,5,07509,9
1059,lardizabal carrera,5,07070,9
1060,lasalle,5,07709,9
1292,corralitos,12,09649,9
1063,loma de la palma,5,07160,9
1065,lomas de cuautepec,5,07110,9
1068,malacates,5,07119,9
1069,malinche,5,07899,9
1070,martires de rio blanco,5,07859,9
1071,magdalena de las salinas,5,07760,9
1072,martires de rio blanco,5,07880,9
1064,lindavista vallejo,5,07720,9
1066,lomas de san juan ixhuatepec segunda seccion,5,07363,9
1067,luis donaldo colosio,5,07164,9
2300,ejidos de tepepan,13,16018,9
1073,mexico ixapan,5,07248,9
1076,montevideo,5,07730,9
1468,palmitas,12,09707,9
1114,san jose de la escalera,5,07630,9
1115,san jose ticoman,5,07340,9
1061,lindavista,5,07300,9
1062,legislatura li,5,07456,9
1110,san juan de aragon 7a seccion,5,07910,9
1111,san jose de la montaña,5,07049,9
1112,san juan de aragon 1a seccion,5,07969,9
1113,san juan de aragon 6a seccion,5,07918,9
1116,san juan de aragon,5,07470,9
1117,san jose de la pradera,5,07049,9
1118,san juan de aragon 4a seccion,5,07979,9
1119,san juan de aragon 3a seccion,5,07970,9
1077,martin carrera,5,07070,9
1078,nueva industrial vallejo,5,07700,9
1080,nueva atzacoalco,5,07420,9
1081,nueva tenochtitlan,5,07890,9
1082,nueva vallejo,5,07750,9
1083,palmatitla,5,07170,9
1084,panamericana,5,07770,9
1085,panamericana,5,07770,9
1074,matias romero,5,07248,9
1075,maximino avila camacho,5,07380,9
1079,narciso bassols,5,07980,9
1086,parque del metropolitano,5,07149,9
1087,parque del tepeyac,5,07010,9
1088,planetario lindavista,5,07739,9
1089,pemex lindavista,5,07323,9
1090,politecnico,5,07348,9
1091,progreso nacional,5,07650,9
1092,progreso nacional,5,07600,9
1093,providencia,5,07550,9
1094,prados de cuautepec,5,07164,9
1096,providencia,5,07560,9
1699,anahuac,16,11320,9
2130,san nicolas 2,12,14735,9
1104,san antonio,5,07109,9
1106,salvador diaz miron,5,07400,9
1105,revolucion imss,5,07309,9
1107,san bartolo atepehuacan,5,07730,9
1108,san felipe de jesus,5,07510,9
1109,san juan de aragon 2a seccion,5,07969,9
1120,san juan de aragon,5,07920,9
1121,san juan de aragon ejidos 1a seccion,5,07940,9
1122,san juan ticoman,5,07350,9
1123,san juan de aragon ctm,5,07990,9
1124,san juan de aragon ejidos 2a seccion,5,07919,9
1125,san juan de aragon,5,07950,9
1126,san juan de aragon 5a seccion,5,07979,9
1127,san juan de aragon ctm,5,07990,9
1128,san miguel del rosario,5,07206,9
1399,la hera,12,09750,9
1766,la luz,9,12000,9
1158,valle de madero,5,07190,9
1159,vallejo,5,07870,9
1160,vasco de quiroga,5,07440,9
1165,vista hermosa,5,07187,9
1167,zona escolar oriente,5,07239,9
1176,cuchilla agricola oriental,6,08420,9
1180,el rodeo,6,08510,9
1186,gabriel ramos millan,6,08730,9
1187,gabriel ramos millan,6,08020,9
1161,villas de aragon,5,07573,9
1162,villahermosa,5,07410,9
1163,villahermosa,5,07410,9
1164,zacatenco,5,07360,9
1166,zona escolar,5,07230,9
1168,5 de diciembre fovissste,6,08619,9
1169,agricola oriental,6,08500,9
1170,agricola pantitlan,6,08100,9
1171,agua caliente,6,08160,9
1172,belisario dominguez infonavit,6,08188,9
1173,benito juarez,6,08930,9
1174,coyuya,6,08320,9
1175,cuchilla ramos millan,6,08030,9
1177,delegacion politica iztacalco,6,08009,9
1178,el mosco,6,08740,9
1179,el recreo,6,08010,9
1181,exejido magdalena mixhuca,6,08010,9
1182,exempleados de la ford,6,08630,9
1183,flores magon infonavit,6,08189,9
1184,hermanos blancas,6,08520,9
1185,gabriel ramos millan seccion bramadero,6,08000,9
1188,granjas mexico,6,08400,9
1189,granjas princess,6,08400,9
1190,jardines de tecma,6,08920,9
1191,iztacalco infonavit,6,08900,9
1192,la asuncion,6,08600,9
1438,magdalena atlazolpa,12,09040,9
1579,santa rosa,12,09040,9
1138,santiago atepetlac,5,07640,9
1139,solidaridad nacional,5,07268,9
1141,ticoman,5,07330,9
1143,tablas de san agustin,5,07860,9
1144,tepeyac insurgentes,5,07020,9
1150,ticoman,5,07329,9
1136,santa teresa,5,07260,9
1137,santa coleta,5,07490,9
1140,tablas de santa teresa,5,07248,9
1142,sutic vallejo,5,07327,9
1145,tepetates,5,07010,9
1146,tlacamaca,5,07380,9
1147,tlacaelel,5,07164,9
1148,tlapexco,5,07188,9
1149,tierra larga,5,07219,9
1151,torres lindavista,5,07708,9
1100,residencial zacatenco,5,07369,9
1217,santa anita,6,08300,9
1095,rio de guadalupe fovissste,5,07959,9
1097,reclusorio norte,5,07208,9
1098,residencial la escalera,5,07320,9
1099,residencial oriente,5,07456,9
1101,residencial plaza oriente,5,07456,9
1102,s c t vallejo,5,07700,9
1103,rosas del tepeyac,5,07010,9
1213,residencial zaragoza,6,08180,9
1214,san francisco xicaltongo,6,08230,9
1215,san miguel,6,08650,9
1216,san pedro,6,08220,9
1964,ecuanil,12,14820,9
1228,zapotla,6,08610,9
1218,santa cruz,6,08910,9
1219,santiago,6,08820,9
1220,santiago sur,6,08800,9
1221,santiago norte,6,08240,9
1222,sur 12c fovissste,6,08560,9
1223,sur 20 infonavit,6,08580,9
1224,talleres,6,08040,9
1225,tlacotal,6,08720,9
1226,tlazintla,6,08710,9
1227,viaducto piedad,6,08200,9
1351,españa,12,09860,9
1229,12 de diciembre,12,09870,9
1230,22 ctm,12,09880,9
1231,27 de septiembre,12,09079,9
1193,juventino rosas,6,08700,9
1208,militar marte,6,08830,9
1209,nueva santa anita,6,08210,9
1364,guadalupe,12,09900,9
1210,reforma iztaccihuatl sur,6,08840,9
1211,reforma iztaccihuatl norte,6,08810,9
1240,alvaro obregon,12,09230,9
1243,año de juarez,12,09780,9
1203,mario moreno,6,08400,9
1205,martires de tlatelolco,6,08930,9
1206,mercados 1,6,08620,9
1207,mujeres ilustres,6,08029,9
1212,ricardo flores magon,6,08640,9
1234,acapultitlan,12,09730,9
1235,aculco,12,09410,9
1236,albarrada,12,09249,9
1237,albarrada,12,09350,9
1238,alborada,12,09369,9
1239,alcanfores,12,09839,9
1241,anastacio bustamante,12,09740,9
1242,antorcha popular,12,09227,9
1244,año dos mil,12,09705,9
1310,editorial trillas sa,12,09439,9
1133,santa maria ticoman,5,07330,9
1260,campestre estrella,12,09880,9
1131,santa isabel tola,5,07010,9
1132,san rafael ticoman,5,07359,9
1134,san pedro zacatenco,5,07360,9
1254,benito juarez,12,09859,9
1256,benito juarez,12,09890,9
1257,bertelman de mexico sa circulo de lectores,12,09309,9
1258,bertha von blumer,12,09864,9
1259,buenavista,12,09700,9
1261,cabeza de juarez seccion vi,12,09225,9
1262,campestre potrero,12,09637,9
1263,cabeza de juarez,12,09227,9
1266,cacama,12,09080,9
2357,olivar,13,16790,9
1289,corrales,12,09697,9
1291,consejo agrarista mexicano,12,09760,9
1301,chinampac de juarez,12,09208,9
1290,condoplaza paseos de churubusco,12,09030,9
1293,cuauhtemoc,12,09414,9
1294,cooperativa de trabajadores sector pesca,12,09880,9
1295,cuchilla del moral 1,12,09319,9
1296,cooperativa cecualliohtli,12,09968,9
1297,cuchilla del moral 2,12,09319,9
1298,chilero 1,12,09449,9
1299,chinampac de juarez frente x,12,09208,9
1300,chinampac de juarez frente vii,12,09208,9
1303,chinampac de juarez frente ix,12,09208,9
1304,chinampac de juarez frente viii,12,09208,9
1305,chilero 2,12,09449,9
1306,del arbol,12,09780,9
1307,chinampac de juarez frente xi,12,09208,9
1308,degollado,12,09704,9
1309,diasa,12,09630,9
1394,la colmena,12,09000,9
1880,san agustin,11,13508,9
1998,heroes de 1910,12,14760,9
2119,san andres,12,14749,9
1202,maestros de iztacalco,6,08820,9
1155,vallejo poniente,5,07790,9
1156,villa de aragon,5,07570,9
1157,victoria nueva seccion,5,07810,9
1194,la cruz,6,08310,9
1195,las rosas,6,08170,9
1196,lic carlos zapata vela 2a seccion,6,08040,9
1197,lic carlos zapata vela 1a seccion,6,08040,9
1198,los picos inpi,6,08760,9
1199,los picos inpi,6,08750,9
1200,los picos de iztacalco,6,08770,9
1312,ejercito constitucionalista,12,09220,9
1313,ejercito de oriente vecinal 1,12,09230,9
1314,delegacion politica iztapalapa,12,09009,9
1333,el tesoro,12,09780,9
1245,apatlaco,12,09430,9
1249,banjidal,12,09450,9
1282,constitucion de 1917,12,09260,9
1246,apatlaco magdalena,12,09410,9
1247,articulo 4 constitucional,12,09577,9
1248,ayapetlali,12,09960,9
1250,barranca de guadalupe,12,09689,9
1251,bellavista,12,09860,9
1252,benito juarez,12,09898,9
1253,bellavista,12,09860,9
1283,cooperativa oscovi,12,09960,9
1284,comuna santo domingo iztapalapa,12,09700,9
1554,san marcos,12,09800,9
1796,tecaxtitla,9,12100,9
2042,los encinos,12,14239,9
1334,el rosario,12,09930,9
1335,el retoño,12,09440,9
1336,el santuario,12,09820,9
1338,el vergel,12,09880,9
1339,el triunfo,12,09430,9
1344,escuadron 201,12,09060,9
1345,estrella del sur,12,09820,9
1347,estrella culhuacan,12,09800,9
1350,estrella del sur,12,09820,9
1353,francisco villa,12,09720,9
1356,fuego nuevo,12,09800,9
1361,guadalupe del moral,12,09300,9
1362,granjas estrella,12,09880,9
1363,granjas esmeralda,12,09810,9
1285,colonial iztapalapa,12,09270,9
1286,culhuacan ejidal,12,09800,9
1287,cuitlahuac,12,09836,9
1288,coronillas,12,09640,9
1340,ermita iztapalapa,12,09360,9
1341,el triangulo,12,09769,9
1342,emiliano zapata,12,09638,9
1343,ermita zaragoza,12,09180,9
1346,esmeralda,12,09810,9
1348,estado de veracruz,12,09856,9
1349,fase 2,12,09779,9
1352,fividesu avenida 3,12,09780,9
1354,ermita hidalgo,12,09360,9
1355,fuerte de loreto,12,09577,9
1357,fovissste 1,12,09030,9
1358,fuentes de zaragoza,12,09150,9
1359,eva samano de lopez mateos,12,09359,9
1360,fovissste 2,12,09030,9
1367,gamma gavilan,12,09369,9
2026,la mesa,12,14420,9
1130,san pedro el chico,5,07480,9
1317,dr alfonso ortiz tirado,12,09020,9
1318,ejercito de agua prieta,12,09578,9
1129,san miguel cuautepec el alto,5,07100,9
1324,el mirador,12,09800,9
1326,el manto,12,09830,9
1327,el molino,12,09830,9
1328,el santuario,12,09829,9
1330,el paraiso,12,09230,9
1331,el prado,12,09480,9
1332,el rodeo,12,09860,9
1374,huitzico,12,09699,9
1377,ixtlahuacan,12,09690,9
1380,insurgentes,12,09750,9
1382,jacarandas,12,09880,9
1385,jardines de churubusco,12,09410,9
1386,jacarandas,12,09280,9
1389,juan escutia,12,09100,9
1391,jose lopez portillo,12,09920,9
1392,justo sierra,12,09460,9
1396,la esperanza,12,09150,9
1400,la polvorilla,12,09704,9
1404,la planta,12,09250,9
1232,28 de junio,12,09505,9
1233,6 de octubre,12,09208,9
1315,ejidal los reyes,12,09849,9
1316,desarrollo urbano quetzalcoatl,12,09700,9
1319,ejercito de oriente zona peñon,12,09239,9
1320,ejercito de oriente vecinal 2,12,09230,9
1322,ejercito de oriente 2,12,09230,9
1323,el gavilan,12,09369,9
1329,el molino tezonco,12,09960,9
2438,tesmil,13,16340,9
1372,hidalgo y mina,12,09360,9
1373,ignacio zaragoza,12,09228,9
1375,husachiungo,12,09960,9
1376,independiente ally,12,09705,9
1378,industrial iztapalapa,12,09367,9
1379,infonavit,12,09780,9
1381,ing zaragoza,12,09578,9
1383,iztapalapa centro,12,09000,9
1384,infonavit,12,09360,9
1387,jesus vela,12,09830,9
1388,jardines de san lorenzo tezonco,12,09940,9
1390,jose maria morelos y pavon,12,09230,9
1395,la asuncion,12,09910,9
1397,la concordia,12,09820,9
1398,la mora grande,12,09720,9
1401,la magueyera,12,09750,9
1402,la noria,12,09340,9
1403,la purisima,12,09960,9
1405,la regadera,12,09110,9
1269,casa blanca,12,09860,9
1271,carlos hank gonzalez,12,09700,9
1279,consejo agrarista mexicano,12,09760,9
1280,cerro de la estrella,12,09860,9
1264,carmen serdan,12,09979,9
1265,cabeza de juarez 4 o frente 4,12,09577,9
1267,cabeza de juarez 5 o frente 5,12,09579,9
1268,central de abasto,12,09040,9
1270,cedros,12,09850,9
1272,cananea,12,09969,9
1273,casa blanca rodeo,12,09860,9
1274,carlos jongitud barrios,12,09897,9
1275,carolinas,12,09850,9
1276,cerro estrella,12,09860,9
1277,celoalliotli,12,09960,9
1278,complejo industrial ecologico,12,09207,9
1281,citlalli,12,09660,9
1457,najalti,12,09850,9
1152,triunfo de la republica,5,07069,9
1366,granjas san antonio,12,09070,9
1370,huitzico,12,09638,9
1371,heroes de churubusco,12,09090,9
1432,lomas estrella,12,09208,9
1153,tonaca coutitlan,5,07248,9
1154,valle del tepeyac,5,07740,9
1368,guelatao benito juarez,12,09229,9
1369,hacienda las flores,12,09208,9
1434,lomas estrella 2a seccion,12,09830,9
1435,los angeles,12,09910,9
1436,los mirasoles,12,09810,9
1437,los cipreses,12,09410,9
1439,los paseos de churubusco,12,09290,9
1440,luis donaldo colosio,12,09849,9
1441,los reyes,12,09420,9
1442,los picos infonavit,12,09700,9
1443,matamoros,12,09960,9
1444,magueyera,12,09800,9
1445,luis echeverria alvarez,12,09698,9
1446,miguel de la madrid hurtado,12,09330,9
1458,nautla,12,09210,9
2005,issfam,12,14620,9
1410,las peñas,12,09759,9
1419,lomas de san lorenzo,12,09640,9
1421,lomas de san lorenzo,12,09685,9
1428,los angeles apanoaya,12,09620,9
1429,lomas de zaragoza,12,09890,9
1430,lomas estrella,12,09830,9
1489,plan de iguala,12,09838,9
1491,progresista,12,09240,9
1321,el brillante,12,09160,9
1406,la valenciana,12,09250,9
1407,las americas,12,09860,9
1408,las coronelas,12,09400,9
1411,las torres,12,09638,9
1412,las cruces,12,09579,9
1413,las rosas,12,09636,9
1414,loma larga,12,09310,9
1415,leyes de reforma,12,09310,9
1416,leyes de reforma,12,09227,9
1417,lienzo charro,12,09640,9
1418,lomas de la estancia,12,09780,9
1420,lomas del paraiso,12,09780,9
1422,lomas de bellavista,12,09880,9
1423,lomas estrella 1a seccion,12,09899,9
1424,lomas estrella fovissste,12,09709,9
1425,lomas de santa cruz,12,09830,9
1426,lomas el manto,12,09840,9
1427,los reyes culhuacan,12,09710,9
2320,la concha,13,16210,9
1431,los angeles femenina,12,09890,9
1488,progreso del surplutarco elias calles,12,09250,9
1490,presidentes y plaza de la constitucion,12,09760,9
1492,potrero de la luna,12,09648,9
1493,popular oriente,12,09850,9
1494,puente blanco,12,09770,9
1495,presidentes de mexico,12,09740,9
1502,puente blanco,12,09779,9
1505,purisima atlazolpa,12,09429,9
1507,reforma politica,12,09730,9
1512,renovacion,12,09209,9
1513,ricardo flores magon,12,09828,9
1514,ricardo flores magon,12,09820,9
1517,rinconada del molino,12,09960,9
1520,san andres tetepilco,12,09440,9
1496,predio san pedro y san pablo,12,09706,9
1497,predio el zapote,12,09730,9
1498,predio san antonio,12,09705,9
1500,rancho capulines,12,09688,9
1501,purisima 1,12,09209,9
1503,procinemex,12,09890,9
1504,predio san rafael,12,09704,9
1506,residencial del valle,12,09767,9
1508,reforma garay,12,09860,9
1509,real del moral,12,09010,9
1510,reclusorio oriente,12,09789,9
1511,real del moral,12,09010,9
1515,reforma educativa,12,09219,9
1516,sabadell bellavista,12,09860,9
1518,san andres tomatlan,12,09870,9
1519,rinconada estrella fovissste,12,09889,9
1448,miguel de la madrid,12,09739,9
1450,mixcoatl,12,09099,9
1452,monte alban,12,09860,9
1454,miravalle,12,09810,9
1471,paraje san juan,12,09830,9
1472,paraje san juan,12,09695,9
1475,paraje zacatepec,12,09858,9
1479,paseos de churubusco,12,09707,9
1480,paraje tetecon,12,09705,9
1533,san juan xalpa,12,09850,9
1536,san jose aculco,12,09410,9
1537,san juan xalpa,12,09850,9
1538,san jose buenavista,12,09706,9
1447,margarita maza de juarez,12,09638,9
1449,miltenco chico,12,09708,9
1451,mexicaltzingo,12,09550,9
1453,maria esther zuno de echeverria,12,09696,9
1456,militar sedena,12,09960,9
1459,moras primavera,12,09960,9
1460,nueva generacion,12,09960,9
1461,moyocoyani,12,09700,9
1462,morelos 2,12,09850,9
1463,naranjos,12,09430,9
1464,nezahualcoyotl,12,09366,9
1465,norma fovissste,12,09768,9
1466,opus 3,12,09500,9
1467,ojito de agua,12,09670,9
1469,paraje de buenavista,12,09420,9
1470,nueva rosita,12,09839,9
1473,palmillas,12,09320,9
1474,paraje san pedro,12,09560,9
1476,paraje san juan cerro,12,09839,9
1477,paraje san juan joya,12,09869,9
1478,plaza estrella 2,12,09030,9
1481,plan de ayala,12,09519,9
1482,penitenciaria santa martha acatitla,12,09704,9
1483,predio la cuchilla,12,09800,9
1484,predio maravillas,12,09704,9
1485,prados iztapalapa,12,09868,9
1486,plaza estrella 1,12,09705,9
1487,predio xaltepec,12,09810,9
1521,san andres tomatlan,12,09870,9
1522,residencial ermita,12,09710,9
1523,san antonio culhuacan,12,09800,9
1524,san antonio culhuacan,12,09800,9
1525,san andres mas arriba,12,09870,9
1527,san antonio,12,09900,9
1528,san antonio tomatlan,12,09870,9
1529,san andres tomatlan,12,09870,9
1530,san francisco infonavit,12,09857,9
1531,san ignacio,12,09000,9
1532,san jose,12,09000,9
1534,san juan fovissste,12,09839,9
1535,san lucas,12,09000,9
1700,anzures,16,11590,9
1561,santa isabel industrial,12,09820,9
1539,san juan joya,12,09839,9
1540,san juanico nextipac,12,09400,9
1541,san lorenzo xicotencatl,12,09130,9
1543,san martin,12,09540,9
1544,san miguel,12,09360,9
1545,san juan estrella,12,09868,9
1546,san miguel el alto,12,09699,9
1547,san lorenzo,12,09857,9
1548,san lorenzo tezonco,12,09790,9
1549,san miguel,12,09360,9
1550,san lorenzo tezonco fovissste,12,09839,9
1551,san miguel 8a,12,09837,9
1552,san nicolas tolentino,12,09850,9
1553,san pablo 2a seccion,12,09648,9
1555,san pablo,12,09000,9
1556,san nicolas tolentino,12,09960,9
1557,san nicolas tolentino,12,09850,9
1558,san simon culhuacan,12,09800,9
1559,san pablo 1a seccion,12,09648,9
1560,san pedro albarrada,12,09320,9
2149,tepepan,12,14646,9
1589,sinatel,12,09470,9
1590,tenorios,12,09680,9
1591,solidaridad,12,09160,9
1596,tepalcates,12,09210,9
1598,tepalcates,12,09210,9
1600,unidad modelo,12,09089,9
1603,triangulo de las agujas,12,09885,9
1605,valle de luces,12,09809,9
1588,stunam,12,09719,9
1592,tezonchichila,12,09750,9
1593,tejocote infonavit,12,09704,9
1594,tecuautitlan,12,09680,9
1595,tepotitlan,12,09680,9
1597,tierra y libertad,12,09705,9
1599,tlaltenco,12,09960,9
1601,tulyehualco,12,09919,9
1602,toltecas santa barbara,12,09000,9
1604,valle de luces 1a seccion,12,09800,9
1622,atacasco,8,10378,9
1624,barranca seca,8,10580,9
1625,barros sierra,8,10380,9
1628,cerro del judio,8,10310,9
1629,cuauhtemoc,8,10020,9
1311,degollado chico,12,09705,9
1612,villas san diego,12,09829,9
1613,valle de luces 2a seccion,12,09800,9
1614,vieleta,12,09708,9
1615,vicentina,12,09340,9
1616,villas estrella,12,09898,9
1617,voceadores,12,09120,9
1618,xopa,12,09080,9
1619,xalpa,12,09640,9
1620,zafiro,12,09704,9
1621,yoliliztli,12,09705,9
1626,bosques de la magdalena,8,10290,9
1627,cerro del judio reserva,8,10310,9
1630,cresencio juarez chavira,8,10630,9
1631,chichicaspa,8,10927,9
1632,delegacion politica magdalena contreras,8,10589,9
1887,san jose,11,13020,9
1638,el rosal,8,10600,9
1566,santa maria del monte,12,09850,9
1570,santa martha acatitla sur,12,09530,9
1573,santa maria tomatlan,12,09870,9
1583,sinatel,12,09479,9
1562,san sebastian tecoloxtitlan,12,09520,9
1563,san miguel teotongo,12,09630,9
1565,santa maria aztahuacan,12,09730,9
1567,santa barbara,12,09000,9
1568,santa cruz meyehualco,12,09700,9
1569,san simon culhuacan,12,09870,9
1571,santa maria aztahuacan,12,09500,9
1572,santa martha acatitla,12,09510,9
1574,santa maria aztahuacan,12,09570,9
1575,santa cruz meyehualco,12,09290,9
1576,santiago acahualtepec 1a,12,09608,9
1577,santiago acahualtepec 2a,12,09609,9
1580,santa martha acatitla norte,12,09140,9
1582,sifon,12,09400,9
1585,santiago acahualtepec,12,09600,9
1586,sierra del valle,12,09730,9
1587,secretaria de la reforma agraria,12,09437,9
1635,el rosal alto,8,10600,9
1636,el maestro,8,10130,9
2052,mexico,12,14620,9
2147,tenorios 2,12,14327,9
1659,lomas de san bernabe,8,10369,9
1660,lomas quebradas,8,10000,9
1662,los padres,8,10340,9
1666,pueblo nuevo alto,8,10640,9
1667,potrerillo,8,10620,9
1668,pueblo nuevo bajo,8,10640,9
1670,potrerillo,8,10368,9
1661,los capulines,8,10210,9
1663,meyuca ii,8,10660,9
1664,pedregal 2,8,10720,9
1665,plazuela del pedregal,8,10840,9
1669,puente sierra,8,10110,9
1671,progreso,8,10120,9
1672,rancho pachita,8,10650,9
1673,reserva de los dinamos,8,10930,9
1851,la habana,11,13050,9
2219,caracol,17,15650,9
1639,el toro,8,10610,9
1640,el tanque,8,10320,9
1644,huayatla,8,10360,9
1645,heroes de padierna,8,10700,9
1647,la concepcion,8,10830,9
1648,la carbonera,8,10640,9
1609,valle del sur,12,09819,9
1611,valle de san lorenzo,12,09970,9
1606,tula culhuacan,12,09800,9
1607,valle de luces 3a seccion,12,09800,9
1608,veracruzana,12,09856,9
1610,vicente guerrero,12,09200,9
1637,el rosal bajo,8,10600,9
1641,ermitaño,8,10660,9
1642,exhacienda de eslava,8,10900,9
1643,gavillero,8,10900,9
1646,ixtlahualtongo,8,10928,9
1650,la guadalupe,8,10820,9
2217,azteca,17,15320,9
1633,el ocotal,8,10630,9
1634,el oasis de san bernabe,8,10309,9
1653,la presilla,8,10508,9
1654,las calles,8,10840,9
1678,san francisco,8,10500,9
1679,san jeronimo aculco,8,10400,9
1680,san francisco,8,10810,9
1681,san jeronimo lidice,8,10200,9
1683,santa teresa,8,10740,9
1674,residencial san carlos,8,10509,9
1675,rinconada teximaloya,8,10810,9
1677,san bernabe ocotepec,8,10300,9
1682,san nicolas totolapan,8,10900,9
2060,milpas,12,14735,9
1684,santa teresa,8,10710,9
1685,santa teresa,8,10730,9
1687,tierra unida,8,10369,9
1655,las cruces,8,10330,9
1656,las huertas,8,10920,9
1657,las palmas,8,10370,9
1693,16 de septiembre,16,11810,9
1695,5 de mayo,16,11470,9
1697,ahuehuetes anahuac,16,11450,9
1701,argentina antigua,16,11270,9
1702,argentina poniente,16,11230,9
1707,casa blanca,16,11590,9
1710,cuauhtemoc pensil,16,11490,9
1686,subestacion,8,10929,9
1688,unidad independencia imss,8,10100,9
1689,tierra colorada,8,10926,9
1690,villas del sol,8,10507,9
1691,vista hermosa,8,10379,9
1692,10 de abril,16,11250,9
1696,agricultura,16,11360,9
1703,bosque de chapultepec,16,11580,9
1704,bosque de chapultepec parque nacional,16,11100,9
1705,bosques de las lomas,16,11700,9
1706,campo militar 1,16,11619,9
1708,colgate palmolive sa,16,11501,9
1709,compañia de luz y fuerza del centro sa,16,11379,9
1879,roberto esperon,11,13230,9
1725,ignacio manuel altamirano,16,11240,9
1726,huichapan,16,11290,9
1728,irrigacion,16,11500,9
1731,lago sur,16,11460,9
1732,lago norte,16,11460,9
1733,legaria,16,11410,9
1741,lomas de bezares,16,11910,9
1727,hospital central militar,16,11649,9
1729,jardines reforma,16,11950,9
1730,la loma,16,11710,9
1734,lazaro tata,16,11259,9
1735,lomas barrilaco seccion vertientes,16,11010,9
1736,lomas de chapultepec 8a seccion,16,11010,9
1737,lomas altas,16,11950,9
1738,loma hermosa,16,11200,9
1739,lomas de chapultepec,16,11000,9
1740,lomas de reforma,16,11930,9
1775,san antonio tecomitl,9,12100,9
1776,san francisco tecoxpa,9,12700,9
1778,san jeronimo miacatlan,9,12600,9
1780,san lorenzo tlacoyucan,9,12500,9
1782,san juan tepenahuac,9,12800,9
1784,san salvador cuauhtenco,9,12300,9
1785,san pedro atocpan,9,12200,9
1652,la magdalena contreras,8,10910,9
1777,san juan,9,12400,9
1779,san mateo,9,12000,9
1781,san marcos,9,12000,9
1783,san miguel,9,12400,9
1786,san pablo oztotepec,9,12400,9
1872,morelos,11,13720,9
1787,santa ana tlacotenco 1a seccion,9,12900,9
1658,lomas de san bernabe,8,10350,9
1712,daniel garza,16,11830,9
1715,daniel garza,16,11840,9
1719,escandon,16,11800,9
1721,granada,16,11529,9
1722,granada,16,11520,9
1711,chapultepec morales,16,11570,9
1713,direccion general de talleres de impresion de estampillas y,16,11511,9
1714,deportiva pensil,16,11470,9
1716,del bosque,16,11510,9
1717,delegacion politica miguel hidalgo,16,11869,9
1718,exaeroclub,16,11619,9
1720,francisco i madero,16,11480,9
1723,guardias presidenciales,16,11619,9
1724,hermanos serdan,16,11220,9
1742,lomas san isidro,16,11620,9
1748,los manzanos,16,11460,9
1756,mexico nuevo,16,11260,9
1758,molino del rey,16,11040,9
1759,modelo pensil,16,11450,9
1760,nueva anzures,16,11590,9
1761,observatorio,16,11860,9
1772,san agustin ohtenco,9,12080,9
1774,san bartolome xicomulco,9,12250,9
1743,lomas virreyes,16,11000,9
1744,los morales seccion alameda,16,11530,9
1745,lomas de sotelo,16,11200,9
1746,los morales seccion palmas,16,11540,9
1747,los morales,16,11510,9
1749,mail boxes polanco post sa de cv,16,11565,9
1750,mail boxes loma post sa de cv,16,11006,9
1751,manuel avila camacho,16,11610,9
1752,mail boxes mail anzures sa de cv,16,11595,9
1753,mexico tacuba,16,11239,9
1754,mariano escobedo,16,11310,9
1757,militar lomas de sotelo iv,16,11618,9
1763,cruztitla,9,12100,9
1764,delegacion politica milpa alta,9,12009,9
1765,la concepcion,9,12000,9
1767,loma bonita,9,12210,9
1768,los angeles,9,12000,9
1769,nuchtla,9,12200,9
1770,panchimalco,9,12200,9
1771,ocotitla,9,12200,9
1773,san agustin,9,12070,9
1824,emiliano zapata,11,13570,9
1825,emiliano zapata 1a seccion,11,13710,9
1826,emiliano zapata 2a seccion,11,13710,9
1881,san andres,11,13099,9
1788,santa ana tlacotenco,9,12900,9
1801,villa milpa alta,9,12000,9
1804,agricola metropolitana,11,13280,9
1789,santa cruz,9,12000,9
1790,santa ana tlacotenco 2a seccion,9,12900,9
1791,santa ana tlacotenco 3a seccion,9,12900,9
1792,santa martha,9,12000,9
1793,santa ana tlacotenco 4a seccion,9,12900,9
1794,santa martha,9,12010,9
1795,santa cruz,9,12020,9
1797,tenantitla,9,12100,9
1799,tula,9,12200,9
1800,xaltipac,9,12100,9
1802,xochitepec,9,12100,9
1803,3 de mayo,11,13429,9
1805,apolocalco,11,13129,9
1854,la lupita,11,13510,9
1859,la nopalera,11,13220,9
1860,la turba,11,13250,9
1842,la asuncion,11,13530,9
1843,la asuncion,11,13000,9
1844,la conchita,11,13720,9
1845,la concepcion,11,13509,9
1846,la conchita,11,13360,9
1847,la draga,11,13273,9
1848,la herradura,11,13318,9
1849,la magdalena,11,13070,9
